ph_naive |    1033    1385 |    3472    3631 |  1.68  1.67 |  12
ph_flat  |    1214    1693 |    4677    4724 |  1.72  1.71 |  12
td_naive |      61      63 |     452     448 |  1.73  1.72 |  12
td_scl_opt |     116     116 |     615     603 |  1.72  1.72 |  12
td_nv_simd |      61      62 |    1985    1996 |  1.73  1.72 |  12
td_simdopt |    1167    1781 |    2834    2743 |  1.72  1.72 |  12
huf0     |    1709     -   |    2513     -   |  1.75   -   |  12
huf0_4x2 |    1727    2792 |    2495    2598 |  1.75  1.74 |  12
fse_stk  |     730     878 |     840     854 |  1.76  1.76 |  12
fse_x8y1 |    1053    1929 |    1925    2125 |  1.76  1.76 |  12
oo_huff  |    2348     -   |    3242     -   |  1.75   -   |  12
oo_tans  |     809     -   |    2507     -   |  1.76   -   |  12

== image_jpeg       == n=1096 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1317    2147 |    5363    6237 |  1.00  1.01 |   9
pha      |    1252    2060 |    4867    5678 |  1.01  1.01 |   9
ph_naive |     587     737 |    1491    1597 |  0.94  0.94 |   9
ph_flat  |    1130    1551 |    4180    4047 |  1.00  1.00 |   9
td_naive |      35      36 |     264     265 |  1.00  1.00 |   9
td_scl_opt |     163     208 |     770     838 |  1.00  1.01 |   9
td_nv_simd |      34      35 |    1081    1070 |  1.00  1.00 |   9
td_simdopt |    1184    2200 |    2724    2860 |  1.00  1.01 |   9
huf0       (n/a)
huf0_4x2   (n/a)
fse_stk    (n/a)
fse_x8y1 |    1220    1948 |    1997    2142 |  1.01  1.01 |   9
oo_huff  |    2686     -   |    3208     -   |  1.01   -   |   9
oo_tans  |     816     -   |    2461     -   |  1.01   -   |   9

== json_api         == n=1032 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1183    1721 |    4428    4542 |  1.51  1.51 |   9
pha      |    1154    1589 |    4349    4594 |  1.51  1.51 |   9
ph_naive |     943    1267 |    3074    3235 |  1.47  1.47 |   9
ph_flat  |    1137    1620 |    3995    4197 |  1.50  1.50 |   9
td_naive |      90      99 |     398     399 |  1.52  1.52 |   9
td_scl_opt |     188     213 |     593     593 |  1.51  1.51 |   9
td_nv_simd |      91      98 |    1806    1827 |  1.52  1.52 |   9
td_simdopt |    1123    1726 |    2635    2676 |  1.51  1.51 |   9
huf0     |    1750     -   |    2313     -   |  1.53   -   |   9
huf0_4x2 |    1742    2818 |    2220    2376 |  1.53  1.53 |   9
fse_stk  |     734     871 |     834     845 |  1.54  1.54 |   9
fse_x8y1 |    1054    1932 |    1969    2124 |  1.54  1.54 |   9
oo_huff  |    2332     -   |    3178     -   |  1.53   -   |   9
oo_tans  |     811     -   |    2521     -   |  1.54   -   |   9

== dna_fasta        == n=1472 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1411    2576 |    9504    9421 |  3.52  3.51 |  12
pha      |    1324    2239 |    6229    6216 |  3.79  3.78 |  12
ph_naive |    1404    2558 |    8916    9586 |  3.52  3.51 |  12
ph_flat  |    1408    2525 |    9444    9534 |  3.52  3.51 |  12
td_naive |     135     143 |     845     845 |  3.53  3.53 |  12
td_scl_opt |     183     197 |     984     914 |  3.52  3.51 |  12
td_nv_simd |     135     143 |    3412    3417 |  3.53  3.53 |  12
td_simdopt |    1361    2457 |    4064    3959 |  3.52  3.51 |  12
huf0     |    1551     -   |    2855     -   |  3.55   -   |  12
huf0_4x2 |    1541    2831 |    2854    2898 |  3.55  3.53 |  12
fse_stk  |     697     881 |     826     849 |  3.83  3.83 |  12
fse_x8y1 |     736    1929 |    1889    2124 |  3.83  3.83 |  12
oo_huff  |    2132     -   |    3290     -   |  3.54   -   |  12
oo_tans  |     773     -   |    2542     -   |  3.83   -   |  12

== chinese_text     == n=1456 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1256    1756 |    4835    4957 |  1.35  1.33 |  12
pha      |    1172    1415 |    4703    4441 |  1.35  1.33 |  12
ph_naive |     905    1143 |    2746    2775 |  1.32  1.29 |  12
ph_flat  |    1134    1574 |    3917    4098 |  1.35  1.33 |  12
td_naive |      49      49 |     366     360 |  1.36  1.33 |  12
td_scl_opt |     125     128 |     630     619 |  1.35  1.33 |  12
td_nv_simd |      48      49 |    1658    1650 |  1.36  1.33 |  12
td_simdopt |    1187    1812 |    2731    2690 |  1.35  1.33 |  12
huf0     |    1833     -   |    2258     -   |  1.37   -   |  12
huf0_4x2 |    1852    2830 |    1993    2027 |  1.37  1.36 |  12
fse_stk  |     746     871 |     831     853 |  1.38  1.38 |  12
fse_x8y1 |    1200    1939 |    1974    2119 |  1.38  1.38 |  12
oo_huff  |    2469     -   |    3204     -   |  1.37   -   |  12
oo_tans  |     816     -   |    2495     -   |  1.38   -   |  12

== calgary_pic      == n=1504 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1274    3111 |   10520   12754 |  4.64  4.64 |  12
pha      |    1078    2176 |    4094    4280 |  6.95  6.95 |  12
ph_naive |    1072    2155 |    6725    7273 |  4.26  4.15 |  12
ph_flat  |    1267    3104 |   10452   12410 |  4.61  4.63 |  12
td_naive |     307     384 |    1002     998 |  4.67  4.63 |  12
td_scl_opt |     465     682 |    1568    1560 |  4.64  4.64 |  12
td_nv_simd |     306     389 |    3419    3367 |  4.67  4.63 |  12
td_simdopt   (n/a)
huf0     |    1286     -   |    2467     -   |  4.80   -   |  12
huf0_4x2 |    1268    2797 |    2330    2396 |  4.80  4.78 |  12
fse_stk  |     636     875 |     660     674 |  6.51  6.50 |  12
fse_x8y1 |     375     877 |     648     675 |  6.58  6.50 |  12
oo_huff  |    2301     -   |    3203     -   |  4.80   -   |  12
oo_tans  |     808     -   |    2489     -   |  6.55   -   |  12

