| Compressor name       | Compression | Decompress. | Compr. size |  Ratio | Filename            |
| lzav 5.11 -2          |   60.1 MB/s |   1693 MB/s |     2455469 |  27.01 | misc/sqlite3.c      |
| lz4 1.10.0            |    354 MB/s |   2160 MB/s |     2696116 |  29.49 | misc/typescript.js  |
| misa77 0.4.0 -0       |   94.0 MB/s |   7933 MB/s |     2206777 |  24.14 | misc/typescript.js  |
| misa77 0.4.0 -1       |   93.4 MB/s |   7424 MB/s |     2104700 |  23.02 | misc/typescript.js  |
| misa77 0.4.0 -2       |   1.65 MB/s |   5795 MB/s |     1810163 |  19.80 | misc/typescript.js  |
| misa77 0.4.0 safe -0  |   94.0 MB/s |   7665 MB/s |     2206777 |  24.14 | misc/typescript.js  |
| misa77 0.4.0 safe -1  |   93.4 MB/s |   7164 MB/s |     2104700 |  23.02 | misc/typescript.js  |
| lz4hc 1.10.0 -9       |   19.3 MB/s |   2168 MB/s |     1875697 |  20.52 | misc/typescript.js  |
| lz4hc 1.10.0 -12      |   7.17 MB/s |   2347 MB/s |     1842492 |  20.16 | misc/typescript.js  |
| lzsse4fast 2019-04-18 |    233 MB/s |   3785 MB/s |     2400630 |  26.26 | misc/typescript.js  |
| lzsse8fast 2019-04-18 |    223 MB/s |   3497 MB/s |     2460576 |  26.92 | misc/typescript.js  |
| snappy 1.2.2          |    415 MB/s |   1065 MB/s |     2646967 |  28.96 | misc/typescript.js  |
| zxc 0.13.1 -3         |    136 MB/s |   2250 MB/s |     2369916 |  25.93 | misc/typescript.js  |
| zxc 0.13.1 -4         |    102 MB/s |   2238 MB/s |     2323488 |  25.42 | misc/typescript.js  |
| zxc 0.13.1 -5         |   53.3 MB/s |   2196 MB/s |     2153195 |  23.56 | misc/typescript.js  |
| zxc 0.13.1 -7         |   3.53 MB/s |   1813 MB/s |     1649398 |  18.04 | misc/typescript.js  |
| zstd 1.5.7 -1         |    284 MB/s |   1032 MB/s |     1766196 |  19.32 | misc/typescript.js  |
| lzav 5.11 -1          |    332 MB/s |   1956 MB/s |     2067389 |  22.62 | misc/typescript.js  |
| lzav 5.11 -2          |   83.9 MB/s |   2055 MB/s |     1715263 |  18.76 | misc/typescript.js  |
| lz4 1.10.0            |    580 MB/s |   3225 MB/s |     5354662 |  20.43 | misc/gharchive.json |
| misa77 0.4.0 -0       |    102 MB/s |   7585 MB/s |     5565593 |  21.23 | misc/gharchive.json |
| misa77 0.4.0 -1       |    104 MB/s |   7080 MB/s |     5390822 |  20.56 | misc/gharchive.json |
| misa77 0.4.0 -2       |   7.40 MB/s |   7991 MB/s |     3467729 |  13.23 | misc/gharchive.json |
| misa77 0.4.0 safe -0  |    102 MB/s |   7260 MB/s |     5565593 |  21.23 | misc/gharchive.json |
| misa77 0.4.0 safe -1  |    104 MB/s |   6790 MB/s |     5390822 |  20.56 | misc/gharchive.json |
| lz4hc 1.10.0 -9       |   66.7 MB/s |   3779 MB/s |     4151197 |  15.84 | misc/gharchive.json |
| lz4hc 1.10.0 -12      |   20.7 MB/s |   4018 MB/s |     4132835 |  15.77 | misc/gharchive.json |
| lzsse4fast 2019-04-18 |    296 MB/s |   4654 MB/s |     5444696 |  20.77 | misc/gharchive.json |
| lzsse8fast 2019-04-18 |    284 MB/s |   4628 MB/s |     5460115 |  20.83 | misc/gharchive.json |
| snappy 1.2.2          |    658 MB/s |   1487 MB/s |     6147681 |  23.45 | misc/gharchive.json |
| zxc 0.13.1 -3         |    240 MB/s |   3516 MB/s |     4889623 |  18.65 | misc/gharchive.json |
| zxc 0.13.1 -4         |    190 MB/s |   3543 MB/s |     4815048 |  18.37 | misc/gharchive.json |
| zxc 0.13.1 -5         |    139 MB/s |   3699 MB/s |     4641894 |  17.71 | misc/gharchive.json |
| zxc 0.13.1 -7         |   5.54 MB/s |   2356 MB/s |     3563041 |  13.59 | misc/gharchive.json |
| zstd 1.5.7 -1         |    570 MB/s |   1706 MB/s |     3015940 |  11.50 | misc/gharchive.json |
| lzav 5.11 -1          |    722 MB/s |   3684 MB/s |     3242930 |  12.37 | misc/gharchive.json |
| lzav 5.11 -2          |    145 MB/s |   4345 MB/s |     2722933 |  10.39 | misc/gharchive.json |
| lz4 1.10.0            |    315 MB/s |   1522 MB/s |     2594794 |  55.94 | misc/ecoli          |
| misa77 0.4.0 -0       |   54.5 MB/s |   5592 MB/s |     2608171 |  56.23 | misc/ecoli          |
| misa77 0.4.0 -1       |   51.1 MB/s |   4499 MB/s |     2268874 |  48.91 | misc/ecoli          |
| misa77 0.4.0 -2       |   0.17 MB/s |   4471 MB/s |     1826345 |  39.37 | misc/ecoli          |
| misa77 0.4.0 safe -0  |   54.5 MB/s |   5402 MB/s |     2608171 |  56.23 | misc/ecoli          |
| misa77 0.4.0 safe -1  |   51.1 MB/s |   4375 MB/s |     2268874 |  48.91 | misc/ecoli          |
| lz4hc 1.10.0 -9       |   2.07 MB/s |   2425 MB/s |     1774337 |  38.25 | misc/ecoli          |
| lz4hc 1.10.0 -12      |   0.95 MB/s |   2378 MB/s |     1653833 |  35.65 | misc/ecoli          |
| lzsse4fast 2019-04-18 |    166 MB/s |   1935 MB/s |     2651490 |  57.16 | misc/ecoli          |
| lzsse8fast 2019-04-18 |    170 MB/s |   1979 MB/s |     2671334 |  57.59 | misc/ecoli          |
| snappy 1.2.2          |    378 MB/s |    745 MB/s |     2160982 |  46.59 | misc/ecoli          |
| zxc 0.13.1 -3         |   80.1 MB/s |   2258 MB/s |     2231637 |  48.11 | misc/ecoli          |
| zxc 0.13.1 -4         |   61.3 MB/s |   2314 MB/s |     2213113 |  47.71 | misc/ecoli          |
| zxc 0.13.1 -5         |   14.6 MB/s |   2665 MB/s |     1904067 |  41.05 | misc/ecoli          |
| zxc 0.13.1 -7         |   1.30 MB/s |   3210 MB/s |     1172016 |  25.27 | misc/ecoli          |
| zstd 1.5.7 -1         |    179 MB/s |    794 MB/s |     1411958 |  30.44 | misc/ecoli          |
| lzav 5.11 -1          |    234 MB/s |   1494 MB/s |     1925406 |  41.51 | misc/ecoli          |
| lzav 5.11 -2          |   70.9 MB/s |   1518 MB/s |     1796806 |  38.74 | misc/ecoli          |
| lz4 1.10.0            |    554 MB/s |   2209 MB/s |     4930865 |  18.81 | misc/nasa_http.log  |
| misa77 0.4.0 -0       |    155 MB/s |  10104 MB/s |     4072452 |  15.54 | misc/nasa_http.log  |
| misa77 0.4.0 -1       |    155 MB/s |   9864 MB/s |     4013975 |  15.31 | misc/nasa_http.log  |
| misa77 0.4.0 -2       |   3.30 MB/s |   9700 MB/s |     2696866 |  10.29 | misc/nasa_http.log  |
| misa77 0.4.0 safe -0  |    155 MB/s |   9783 MB/s |     4072452 |  15.54 | misc/nasa_http.log  |
| misa77 0.4.0 safe -1  |    155 MB/s |   9499 MB/s |     4013975 |  15.31 | misc/nasa_http.log  |
| lz4hc 1.10.0 -9       |   47.6 MB/s |   3661 MB/s |     3151086 |  12.02 | misc/nasa_http.log  |
| lz4hc 1.10.0 -12      |   12.6 MB/s |   3651 MB/s |     3119832 |  11.90 | misc/nasa_http.log  |
| lzsse4fast 2019-04-18 |    322 MB/s |   5049 MB/s |     4462500 |  17.02 | misc/nasa_http.log  |
| lzsse8fast 2019-04-18 |    307 MB/s |   4850 MB/s |     4558629 |  17.39 | misc/nasa_http.log  |
| snappy 1.2.2          |    669 MB/s |   1547 MB/s |     4960637 |  18.92 | misc/nasa_http.log  |
| zxc 0.13.1 -3         |    227 MB/s |   2651 MB/s |     4346462 |  16.58 | misc/nasa_http.log  |
| zxc 0.13.1 -4         |    169 MB/s |   2846 MB/s |     4248832 |  16.21 | misc/nasa_http.log  |
| zxc 0.13.1 -5         |   91.8 MB/s |   3647 MB/s |     3792077 |  14.47 | misc/nasa_http.log  |
| zxc 0.13.1 -7         |   2.29 MB/s |   2852 MB/s |     2612511 |   9.97 | misc/nasa_http.log  |
| zstd 1.5.7 -1         |    477 MB/s |   1255 MB/s |     2884270 |  11.00 | misc/nasa_http.log  |
| lzav 5.11 -1          |    528 MB/s |   2426 MB/s |     3799182 |  14.49 | misc/nasa_http.log  |
| lzav 5.11 -2          |    114 MB/s |   3686 MB/s |     3058263 |  11.67 | misc/nasa_http.log  |
| lz4 1.10.0            |    370 MB/s |   2508 MB/s |   100881193 |  47.59 | misc/silesia.tar    |
| misa77 0.4.0 -0       |   54.3 MB/s |   5371 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.4.0 -1       |   51.2 MB/s |   4381 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| misa77 0.4.0 -2       |   2.48 MB/s |   4326 MB/s |    77158866 |  36.40 | misc/silesia.tar    |
| misa77 0.4.0 safe -0  |   54.3 MB/s |   5201 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.4.0 safe -1  |   51.3 MB/s |   4251 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| lz4hc 1.10.0 -9       |   21.9 MB/s |   2460 MB/s |    77884819 |  36.75 | misc/silesia.tar    |
| lz4hc 1.10.0 -12      |   7.31 MB/s |   2532 MB/s |    77262993 |  36.45 | misc/silesia.tar    |
| lzsse4fast 2019-04-18 |    187 MB/s |   2539 MB/s |    95928329 |  45.26 | misc/silesia.tar    |
| lzsse8fast 2019-04-18 |    183 MB/s |   2670 MB/s |    94948170 |  44.80 | misc/silesia.tar    |
| snappy 1.2.2          |    376 MB/s |    857 MB/s |   101496146 |  47.89 | misc/silesia.tar    |
| zxc 0.13.1 -3         |    116 MB/s |   2835 MB/s |    96345600 |  45.46 | misc/silesia.tar    |
| zxc 0.13.1 -4         |   81.1 MB/s |   2724 MB/s |    90352578 |  42.63 | misc/silesia.tar    |
| zxc 0.13.1 -5         |   48.3 MB/s |   2597 MB/s |    85316459 |  40.25 | misc/silesia.tar    |
| zxc 0.13.1 -7         |   4.26 MB/s |   1644 MB/s |    69950566 |  33.00 | misc/silesia.tar    |
| zstd 1.5.7 -1         |    295 MB/s |    902 MB/s |    73215329 |  34.54 | misc/silesia.tar    |
| lzav 5.11 -1          |    297 MB/s |   1729 MB/s |    84650302 |  39.94 | misc/silesia.tar    |
| lzav 5.11 -2          |   58.9 MB/s |   1727 MB/s |    74128681 |  34.97 | misc/silesia.tar    |
